"card","Month","Year","catchmentName","fragmentNumber","fragmentName","Catch No","m","y","catchname","catch","locality","time","org","map","east","north","altitude","penet","fishmeth","effort","pass","spcode","abund","number","minl","maxl","nzreach","abundnumber","aldfor","ameneb","angaus","angdie","angrei","anguil","caraur","chefos","cteide","cypcar","echauc","echone","galano","galarg","galaxi","galbre","galcob","galdep","galdiv","galeld","galfas","galgol","galgra","galmac","galmar","galpau","galpos","galpro","galpul","galspd","galspn","galspp","galsps","galspt","galvul","gamaff","geoaus","gobalp","gobbas","gobbre","gobcot","gobgob","gobhub","gobhut","gobiom","graham","hypmol","hyrmen","leuidu","marine","mugcep","mugil","neoapo","neobur","neodiv","neohel","neorek","nospec","oncmyk","oncner","onctsh","parane","parcur","parmar","perflu","poelat","poeret","prooxy","retret","rholep","rhombo","rhoret","salfon","salmo","salsal","saltru","scaery","stoani","tintin"
"10279","7","1990","St Andrews","1491106","Unnamed stream St Andrews","702","7","1990","St Andrews","702.000","Unnamed stream St Andrews","0930","docc","j39","2366500","5631100","5","1","gmt","1","","gobcot","","40","","","13067009","40","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","40","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"10280","7","1990","St Andrews","1491106","Unnamed stream St Andrews","702","7","1990","St Andrews","702.000","Unnamed stream St Andrews","0830","docc","j39","2366800","5631100","5","0","gmt","1","","neobur","","2","79","95","13067009","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","","","","","","","","","","","","","","","","","","","","","","","","",""
"10281","7","1990","St Andrews","1491106","Unnamed stream St Andrews","702","7","1990","St Andrews","702.000","Unnamed stream St Andrews","0900","docc","j39","2366900","5631100","5","0","gmt","1","","neobur","","2","80","85","13067009","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","","","","","","","","","","","","","","","","","","","","","","","","",""
"10282","7","1990","St Andrews","1491106","Unnamed stream St Andrews","702","7","1990","St Andrews","702.000","Unnamed stream St Andrews","1015","docc","j39","2365500","5631500","5","2","gmt","1","","neobur","","2","97","125","13066987","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","","","","","","","","","","","","","","","","","","","","","","","","",""
"10283","7","1990","Horseshoe Bend Stream","1491111","Horseshoe Bend Stream","705","7","1990","Horseshoe Bend S","705.000","Horseshoe Bend Stream","0845","docc","j39","2360200","5622400","30","8","gmt","1","","neobur","","12","70","95","13067589","12","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12","","","","","","","","","","","","","","","","","","","","","","","","",""
"10284","7","1990","Horseshoe Bend Stream","1491111","Horseshoe Bend Stream","705","7","1990","Horseshoe Bend S","705.000","Horseshoe Bend Stream","0930","docc","j39","2360100","5622500","30","8","gmt","1","","neobur","","5","80","97","13067577","5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5","","","","","","","","","","","","","","","","","","","","","","","","",""
"10285","10","1990","Hook River","1491118","Waituna Stream","707.01","10","1990","Hook R","707.010","Waituna Stream tributary","0930","docc","j40","2359400","5610100","20","15","gmt","5","","neobur","","10","67","95","13068367","10","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10","","","","","","","","","","","","","","","","","","","","","","","","",""
"10286","10","1990","Morven Drain","1491126","Dog Kennel Stream","710.02","10","1990","Morven Dn","710.020","Dog Kennel Stream","0940","docc","j40","2353400","5593200","100","16","gmt","2","","neobur","","16","75","134","13069312","16","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16","","","","","","","","","","","","","","","","","","","","","","","","",""
"10287","11","1990","Morven Drain","1491126","Dog Kennel Stream","710.02","11","1990","Morven Dn","710.020","Dog Kennel Stream","0945","docc","j40","2353300","5593200","100","16","gmt","1","","neobur","","8","","100","13069312","8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8","","","","","","","","","","","","","","","","","","","","","","","","",""
"10288","11","1990","Morven Drain","1491126","Dog Kennel Stream","710.02","11","1990","Morven Dn","710.020","Dog Kennel Stream","1000","docc","j40","2352900","5593100","110","16","gmt","1","","neobur","","3","90","100","13069313","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3","","","","","","","","","","","","","","","","","","","","","","","","",""
"10289","10","1991","Longbeach","1491077","Unnamed water race Tanseys Road","690","10","1991","Longbeach","690.000","Unnamed stream Seabreeze","0930","docc","k37","2407400","5680300","18","1","gmt","1","","neobur","","1","120","","13061756","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","",""
"10289","10","1991","Longbeach","1491077","Unnamed water race Tanseys Road","690","10","1991","Longbeach","690.000","Unnamed stream Seabreeze","0930","docc","k37","2407400","5680300","18","1","gmt","1","","gobcot","","6","","","13061756","6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"10290","10","1991","Longbeach","1491077","Unnamed water race Tanseys Road","690","10","1991","Longbeach","690.000","Unnamed stream Seabreeze","0900","docc","k37","2406800","5681100","23","2","gmt","1","","gobcot","","27","","","13061756","27","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","27","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"10290","10","1991","Longbeach","1491077","Unnamed water race Tanseys Road","690","10","1991","Longbeach","690.000","Unnamed stream Seabreeze","0900","docc","k37","2406800","5681100","23","2","gmt","1","","neobur","","1","95","","13061756","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","",""
"10292","10","1993","Longbeach","1491072","Unnamed water race Fords Road","690","10","1993","Longbeach","690.000","Unnamed water race","1000","docc","k37","2405200","5694200","80","16","gmt","1","","gobcot","","4","","","13059702","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"10292","10","1993","Longbeach","1491072","Unnamed water race Fords Road","690","10","1993","Longbeach","690.000","Unnamed water race","1000","docc","k37","2405200","5694200","80","16","gmt","1","","neobur","r","4","80","95","13059702","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4","","","","","","","","","","","","","","","","","","","","","","","","",""
"10293","10","1993","Longbeach","1491079","Unnamed water race Longbeach Road","690","10","1993","Longbeach","690.000","Unnamed stream Beachcroft","1115","docc","k37","2405400","5682500","32","5","gmt","2","","neobur","c","38","75","110","13061140","38","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","38","","","","","","","","","","","","","","","","","","","","","","","","",""
"10294","10","1993","Longbeach","1491077","Unnamed water race Tanseys Road","690","10","1993","Longbeach","690.000","Unnamed stream Seabreeze","1205","docc","k37","2406800","5681100","23","2","gmt","1","","gobcot","","8","","","13061756","8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"10294","10","1993","Longbeach","1491077","Unnamed water race Tanseys Road","690","10","1993","Longbeach","690.000","Unnamed stream Seabreeze","1205","docc","k37","2406800","5681100","23","2","gmt","1","","neobur","","2","95","135","13061756","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","","","","","","","","","","","","","","","","","","","","","","","","",""
"10295","10","1994","Opihi River","1491094","Rangatira Creek","696.024","10","1994","Opihi R","696.024","Rangatira Creek","","docc","j38","2366200","5666800","60","19","gmt","9","","anguil","o","","","","13063740","occasional","","","","","","occasional","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"10295","10","1994","Opihi River","1491094","Rangatira Creek","696.024","10","1994","Opihi R","696.024","Rangatira Creek","","docc","j38","2366200","5666800","60","19","gmt","9","","neobur","","25","","83","13063740","25","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","25","","","","","","","","","","","","","","","","","","","","","","","","",""
"10296","5","1995","St Andrews","1491106","Unnamed stream St Andrews","702","5","1995","St Andrews","702.000","Unnamed stream St Andrews","","docc","j39","2365500","5631400","5","2","gmt","1","","neobur","","4","","","13067008","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4","","","","","","","","","","","","","","","","","","","","","","","","",""
"10298","11","1995","Opihi River","1491094","Rangatira Creek","696.024","11","1995","Opihi R","696.024","Rangatira Creek","","docc","j38","2366200","5666800","60","19","gmt","21","","neobur","","309","","107","13063740","309","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","309","","","","","","","","","","","","","","","","","","","","","","","","",""
"10298","11","1995","Opihi River","1491094","Rangatira Creek","696.024","11","1995","Opihi R","696.024","Rangatira Creek","","docc","j38","2366200","5666800","60","19","gmt","21","","angdie","","43","","","13063740","43","","","","43","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"10299","12","1995","Makikihi","1491115","Unnamed stream Makikihi 3","706.5","12","1995","Makikihi","706.500","Unnamed pond","","docc","j40","2358400","5615300","50","9","gmt","4","","neobur","","125","57","122","0","125","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","125","","","","","","","","","","","","","","","","","","","","","","","","",""
"10300","12","1995","Makikihi","1491115","Unnamed stream Makikihi 3","706.5","12","1995","Makikihi","706.500","Unnamed stream Makikihi","","docc","j40","2358500","5615300","50","9","gmt","3","","neobur","","35","68","107","13068058","35","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35","","","","","","","","","","","","","","","","","","","","","","","","",""
"11339","4","1990","Selwyn River","1491047","Waianiwaniwa River","680.05","4","1990","Selwyn R","680.050","Waianiwaniwa River","1300","niwa","l35","2427500","5747600","235","76","efm","117","3","neobur","","1","","","13044629","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","",""
"11339","4","1990","Selwyn River","1491047","Waianiwaniwa River","680.05","4","1990","Selwyn R","680.050","Waianiwaniwa River","1300","niwa","l35","2427500","5747600","235","76","efm","117","3","angdie","","2","500","","13044629","2","","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
